order_id,customer_id,order_date,order_amount,payment_method
64246,10538,2024-05-26,951.08,UPI
64247,56707,2025-11-10,3256.23,Debit Card
64248,28611,2024-04-06,3526.59,UPI
64249,53286,2025-04-10,419.76,PayPal
64250,77585,2024-06-07,1892.62,Bank Transfer
64251,64322,2025-01-15,1669.64,Credit Card
64252,62900,2023-08-02,1826.11,UPI
64253,22218,2025-10-17,4729.68,Bank Transfer
64254,77088,2023-11-04,4997.17,UPI
64255,32434,2026-01-25,1930.36,Credit Card
64256,64033,2025-01-06,3196.84,Debit Card
64257,71749,2025-06-22,1092.64,Debit Card
64258,92071,2023-12-12,4914.86,Debit Card
64259,51809,2024-07-07,207.0,Bank Transfer
64260,63192,2025-06-19,3498.8,Debit Card
64261,50560,2023-07-16,4841.54,Debit Card
64262,52639,2024-07-31,263.76,Bank Transfer
64263,77973,2025-11-27,1027.68,PayPal
64264,78757,2026-05-01,3452.36,UPI
64265,30566,2025-07-22,93.54,UPI
64266,66347,2025-04-01,3389.6,UPI
64267,24394,2024-07-16,4462.29,PayPal
64268,559,2024-11-08,4142.59,UPI
64269,81843,2025-04-23,2530.1,Debit Card
64270,23699,2026-05-30,2836.57,Debit Card
64271,38198,2024-03-06,1830.84,Credit Card
64272,62309,2026-06-07,2343.37,UPI
64273,33266,2026-01-08,3234.59,Credit Card
64274,93716,2026-02-21,1779.52,Debit Card
64275,22739,2024-06-18,3910.34,Debit Card
64276,90796,2025-02-01,4126.06,Bank Transfer
64277,30398,2025-06-14,608.9,Bank Transfer
64278,93797,2024-05-16,2098.61,UPI
64279,69121,2025-10-26,3557.86,Bank Transfer
64280,67922,2026-06-03,4437.53,Debit Card
64281,37575,2025-03-12,2098.22,PayPal
64282,23077,2025-05-03,378.85,Credit Card
64283,64684,2025-07-12,1083.7,UPI
64284,58255,2024-04-22,1482.63,Bank Transfer
64285,61730,2024-12-11,1653.11,Credit Card
64286,20807,2026-02-21,4915.06,Debit Card
64287,36867,2025-08-03,2174.99,Credit Card
64288,70428,2025-01-29,4061.13,Debit Card
64289,81557,2026-01-09,3992.12,Credit Card
64290,21533,2025-09-23,260.01,PayPal
64291,28872,2024-08-25,2307.2,PayPal
64292,65434,2024-08-17,4181.09,Credit Card
64293,72830,2024-12-02,2923.4,Credit Card
64294,44498,2024-11-05,1020.28,UPI
64295,43818,2026-04-22,4444.96,PayPal
64296,15503,2026-04-14,495.49,UPI
64297,46700,2024-03-11,756.81,Credit Card
64298,67995,2025-05-26,2476.13,PayPal
64299,85017,2025-07-07,4304.87,UPI
64300,87367,2024-10-31,2373.33,UPI
64301,3430,2025-12-18,3116.76,UPI
64302,71976,2026-01-11,2784.48,Credit Card
64303,9217,2023-10-13,2849.28,Credit Card
64304,56475,2026-06-09,3801.79,Credit Card
64305,74873,2024-03-24,3106.48,PayPal
64306,2333,2025-07-19,871.6,Debit Card
64307,29544,2023-08-05,2167.22,Credit Card
64308,25816,2025-01-29,1059.34,PayPal
64309,49955,2025-01-17,3135.73,PayPal
64310,99253,2025-12-15,4369.2,UPI
64311,95882,2026-06-03,4825.45,PayPal
64312,37207,2024-01-13,709.81,Bank Transfer
64313,29261,2024-12-02,2923.77,UPI
64314,46271,2025-04-27,900.27,UPI
64315,48570,2024-07-23,1102.84,Bank Transfer
64316,65437,2024-06-05,4808.63,Debit Card
64317,68851,2024-12-10,786.74,Bank Transfer
64318,25670,2023-07-17,2441.64,Debit Card
64319,87573,2024-05-31,440.88,PayPal
64320,84961,2024-11-26,1690.76,UPI
64321,26321,2024-11-10,4939.99,Debit Card
64322,2177,2024-06-16,3100.73,Debit Card
64323,52603,2026-01-18,172.55,UPI
64324,75191,2023-08-13,2790.12,PayPal
64325,1710,2026-01-31,3515.52,PayPal
64326,39059,2026-05-26,1071.08,Bank Transfer
64327,19302,2024-02-06,315.23,Credit Card
64328,93839,2025-06-03,4594.55,UPI
64329,78237,2024-09-07,4160.97,PayPal
64330,74123,2025-02-13,2302.3,PayPal
64331,57904,2024-10-14,3461.01,UPI
64332,58673,2024-02-21,912.87,Credit Card
64333,82781,2026-03-21,4756.69,Debit Card
64334,38105,2026-06-10,4558.45,PayPal
64335,68174,2024-09-02,418.61,Bank Transfer
64336,96566,2025-03-31,3024.52,Bank Transfer
64337,55378,2025-06-13,2822.37,Credit Card
64338,40839,2024-10-03,4298.2,PayPal
64339,49116,2023-07-19,1672.76,UPI
64340,4385,2026-04-28,4733.51,Credit Card
64341,83419,2024-06-02,1729.6,Debit Card
64342,1295,2026-04-15,4249.64,Debit Card
64343,81031,2025-05-25,3084.15,Bank Transfer
64344,54066,2025-04-17,4797.05,Credit Card
64345,68503,2025-12-21,1458.51,Bank Transfer
64346,78936,2023-12-13,3722.01,UPI
64347,62718,2025-02-08,2047.1,Bank Transfer
64348,22704,2023-10-05,3771.49,Debit Card
64349,81792,2026-03-29,3910.22,Debit Card
64350,82360,2023-10-13,1082.19,UPI
64351,6604,2025-10-11,1397.43,UPI
64352,60942,2026-03-28,3046.63,Bank Transfer
64353,47205,2023-11-24,4215.89,Bank Transfer
64354,73866,2023-09-18,2505.8,PayPal
64355,49709,2025-09-11,2248.11,Credit Card
64356,17886,2024-02-04,890.14,UPI
64357,41531,2025-06-05,4075.16,Credit Card
64358,32146,2024-12-23,4847.74,Debit Card
64359,4692,2026-04-10,3166.52,Debit Card
64360,45972,2024-05-21,2938.12,Debit Card
64361,93587,2025-03-07,2315.42,Credit Card
64362,23223,2023-09-18,3172.03,Bank Transfer
64363,64855,2024-01-25,3948.49,Credit Card
64364,82953,2025-05-19,1170.23,PayPal
64365,45360,2024-06-22,2127.01,Bank Transfer
64366,32285,2024-07-04,4755.23,PayPal
64367,90891,2025-12-21,3806.39,PayPal
64368,40048,2025-04-22,2958.21,UPI
64369,80311,2024-03-30,2799.51,UPI
64370,43226,2025-01-15,3493.01,Credit Card
64371,28036,2025-09-24,3717.54,UPI
64372,13095,2025-05-04,3071.21,UPI
64373,83635,2025-01-20,3565.92,Debit Card
64374,99045,2025-08-21,2095.43,Debit Card
64375,70267,2025-10-03,1941.82,Credit Card
64376,64972,2024-11-09,2879.62,Debit Card
64377,11265,2026-04-30,451.74,PayPal
64378,45705,2024-10-19,1876.18,PayPal
64379,25028,2025-11-15,3719.96,PayPal
64380,90348,2024-01-06,3038.56,Credit Card
64381,17774,2024-03-07,3406.58,Credit Card
64382,40524,2024-10-11,166.18,UPI
64383,98317,2024-11-21,2200.92,Bank Transfer
64384,89121,2024-07-31,4092.28,UPI
64385,58854,2026-03-16,4294.59,PayPal
64386,98563,2023-10-21,3288.9,Bank Transfer
64387,12374,2026-04-09,3963.77,PayPal
64388,78166,2024-06-23,943.97,PayPal
64389,11689,2024-08-19,3143.41,Debit Card
64390,14842,2024-12-30,1099.49,PayPal
64391,27546,2023-11-22,1960.55,UPI
64392,47342,2024-07-08,4527.91,PayPal
64393,6208,2024-03-31,1215.76,UPI
64394,21239,2025-11-28,2052.53,PayPal
64395,79725,2026-03-02,3798.9,UPI
64396,93455,2024-02-12,1251.91,PayPal
64397,5244,2026-02-21,997.2,UPI
64398,47025,2023-12-19,1098.86,Debit Card
64399,1648,2024-04-07,1672.78,PayPal
64400,90229,2025-10-25,3209.2,Bank Transfer
64401,31743,2023-12-10,2266.68,PayPal
64402,40085,2023-08-19,1587.08,Debit Card
64403,61742,2023-08-03,762.42,Bank Transfer
64404,28105,2025-05-19,613.65,UPI
64405,18721,2026-05-28,4018.6,Bank Transfer
64406,15914,2025-12-12,4101.55,PayPal
64407,97356,2023-09-03,3391.37,Credit Card
64408,45518,2026-01-22,2101.29,Credit Card
64409,85002,2024-09-15,1248.85,PayPal
64410,28163,2023-10-26,169.2,UPI
64411,70142,2025-01-21,2096.9,Credit Card
64412,34522,2024-03-12,341.39,Credit Card
64413,78819,2024-12-03,2549.27,Credit Card
64414,42459,2025-12-30,710.33,Credit Card
64415,86086,2025-07-06,962.76,PayPal
64416,42514,2023-07-20,3013.44,Bank Transfer
64417,15810,2024-08-10,2256.31,PayPal
64418,92882,2025-12-13,2016.55,PayPal
64419,13075,2023-07-31,1227.24,Bank Transfer
64420,36628,2026-02-22,4265.7,PayPal
64421,97448,2025-02-08,720.48,PayPal
64422,97908,2025-11-12,3266.77,Credit Card
64423,97275,2023-11-16,3284.52,Credit Card
64424,61290,2025-08-12,3869.89,Bank Transfer
64425,35968,2024-01-11,2384.5,Credit Card
64426,94309,2023-11-17,2600.69,PayPal
64427,65955,2023-10-11,3968.53,PayPal
64428,91142,2026-02-05,1493.27,UPI
64429,44562,2023-07-22,1084.42,Credit Card
64430,52267,2024-06-28,4370.23,Credit Card
64431,79075,2023-12-20,3241.02,UPI
64432,28108,2026-04-13,3228.76,UPI
64433,69673,2023-06-14,238.61,Debit Card
64434,78701,2024-06-09,4928.68,Credit Card
64435,29757,2025-02-17,906.45,PayPal
64436,44346,2023-09-04,886.86,PayPal
64437,22601,2023-12-22,3758.76,PayPal
64438,70412,2024-02-01,230.72,Bank Transfer
64439,29156,2025-05-27,3838.81,UPI
64440,84349,2023-09-22,2541.71,UPI
64441,45787,2024-12-11,1723.56,UPI
64442,56012,2026-05-18,3180.45,Bank Transfer
64443,66971,2025-02-02,2177.21,Bank Transfer
64444,83973,2024-02-13,4099.17,Credit Card
64445,48576,2023-07-05,3268.32,Bank Transfer
64446,4344,2023-06-27,1063.76,Bank Transfer
64447,75840,2024-05-21,2208.31,Bank Transfer
64448,86940,2024-04-17,2482.2,Bank Transfer
64449,5354,2024-04-17,3924.25,UPI
64450,80815,2024-03-29,2964.16,UPI
64451,1025,2024-08-31,3414.37,Debit Card
64452,58757,2025-02-27,4340.9,Debit Card
64453,33262,2024-01-13,1107.21,Bank Transfer
64454,59088,2024-05-31,2018.78,Debit Card
64455,96261,2025-05-12,568.38,Debit Card
64456,31485,2026-01-12,1929.67,PayPal
64457,33192,2025-09-18,3868.84,UPI
64458,12261,2025-08-24,3773.46,UPI
64459,50356,2025-08-22,836.47,Credit Card
64460,17011,2025-10-31,1751.97,Credit Card
64461,16541,2025-09-12,1843.67,Credit Card
64462,54042,2025-01-13,479.25,UPI
64463,99154,2023-11-09,2095.01,Credit Card
64464,65410,2024-02-01,1362.07,PayPal
64465,96411,2025-02-25,4591.56,Debit Card
64466,52799,2025-08-21,1342.65,Bank Transfer
64467,76992,2024-07-31,1939.87,Bank Transfer
64468,90532,2024-11-04,3437.84,Bank Transfer
64469,88593,2024-07-30,4046.84,Debit Card
64470,51801,2025-10-11,1761.43,Debit Card
64471,601,2025-03-29,4929.53,Debit Card
64472,40830,2025-09-09,642.41,PayPal
64473,36517,2023-10-07,1970.8,Bank Transfer
64474,23358,2023-08-02,124.64,UPI
64475,64611,2025-10-15,1855.33,Credit Card
64476,22173,2025-07-31,343.34,Credit Card
64477,71548,2023-08-16,3277.82,Credit Card
64478,78163,2025-12-23,1563.83,Bank Transfer
64479,60824,2026-01-26,435.36,Credit Card
64480,51595,2024-07-03,2847.79,Bank Transfer
64481,85266,2025-04-11,1119.86,Bank Transfer
64482,92036,2025-08-23,2208.39,UPI
64483,96540,2024-04-30,4683.25,Debit Card
64484,87904,2024-09-19,794.23,Bank Transfer
64485,20437,2024-08-15,358.16,Credit Card
64486,1438,2026-01-31,4888.55,Credit Card
64487,89617,2024-08-28,3115.38,Bank Transfer
64488,56882,2025-10-15,3550.45,Debit Card
64489,13080,2024-09-29,1379.34,Credit Card
64490,96720,2026-05-18,1473.19,Bank Transfer
64491,74002,2025-04-30,3939.67,Bank Transfer
64492,46522,2025-01-09,2500.37,Credit Card
64493,78191,2026-01-06,1746.98,Credit Card
64494,5800,2024-06-26,2801.72,PayPal
64495,25017,2024-10-19,267.3,UPI
64496,96399,2025-06-27,3561.54,Debit Card
64497,25358,2024-07-24,150.55,Bank Transfer
64498,26367,2025-10-19,1534.32,Credit Card
64499,91355,2024-04-26,2867.32,Debit Card
64500,71946,2025-01-27,2370.65,PayPal
64501,57370,2026-06-01,4882.47,UPI
64502,82528,2024-05-12,2651.81,Credit Card
64503,31162,2025-11-16,201.25,UPI
64504,66509,2025-05-21,3597.27,Bank Transfer
64505,82961,2024-07-08,2667.68,UPI
64506,80671,2023-08-13,2210.08,Credit Card
64507,42189,2025-12-23,680.4,Debit Card
64508,34125,2025-01-10,3950.54,Credit Card
64509,26605,2025-02-03,4798.9,PayPal
64510,83048,2024-07-16,948.81,Debit Card
64511,63944,2024-11-28,4863.15,Bank Transfer
64512,51868,2024-12-31,2410.0,PayPal
64513,40116,2024-09-09,1435.45,PayPal
64514,33234,2023-07-21,3734.91,Credit Card
64515,35898,2025-10-28,1238.06,PayPal
64516,11530,2024-07-24,1157.41,PayPal
64517,10115,2023-10-23,919.38,UPI
64518,17297,2023-07-18,1338.6,Credit Card
64519,15170,2024-05-21,2992.88,Bank Transfer
64520,35783,2024-04-18,4573.68,PayPal
64521,17233,2024-01-23,4037.54,Credit Card
64522,74492,2025-09-26,620.34,UPI
64523,40306,2026-05-29,160.16,Credit Card
64524,73144,2024-09-22,3634.39,UPI
64525,89580,2025-04-05,4570.04,PayPal
64526,3252,2024-04-14,4563.15,PayPal
64527,20621,2024-07-08,2500.18,UPI
64528,903,2025-12-13,3722.21,Credit Card
64529,48247,2024-06-03,252.73,Debit Card
64530,33078,2025-06-02,2865.45,Bank Transfer
64531,73864,2024-07-02,3704.88,PayPal
64532,44961,2025-10-28,2353.6,PayPal
64533,40892,2023-10-27,1380.87,UPI
64534,15091,2023-06-25,4616.57,UPI
64535,33913,2023-11-24,608.96,Credit Card
64536,60339,2025-02-23,3777.31,Credit Card
64537,81392,2023-07-12,2980.41,Credit Card
64538,92823,2023-10-12,2444.52,Bank Transfer
64539,13839,2024-07-08,3832.53,Debit Card
64540,24176,2026-02-04,1429.73,UPI
64541,30297,2024-05-07,1388.8,Debit Card
64542,20475,2023-11-28,3070.88,Bank Transfer
64543,5399,2023-11-01,962.98,Debit Card
64544,47471,2024-07-11,1956.8,Credit Card
64545,17624,2024-08-24,74.93,UPI
64546,23326,2024-01-22,3508.08,Credit Card
64547,30740,2024-09-23,146.01,Debit Card
64548,52859,2024-02-10,604.82,Debit Card
64549,37955,2025-08-07,4409.55,Debit Card
64550,26498,2025-11-24,4341.34,PayPal
64551,7447,2024-07-17,2844.26,Bank Transfer
64552,62458,2024-05-30,4580.05,Debit Card
64553,20169,2024-06-25,4839.71,UPI
64554,12410,2024-10-25,3515.53,Credit Card
64555,64100,2025-08-29,4577.49,Debit Card
64556,24527,2023-10-21,3361.03,Debit Card
64557,12739,2025-02-03,2499.7,UPI
64558,61049,2023-11-19,1075.03,Bank Transfer
64559,34144,2023-09-11,3465.31,Credit Card
64560,95311,2025-09-19,425.5,PayPal
64561,12801,2026-06-04,531.82,PayPal
64562,66536,2025-07-25,1419.66,Bank Transfer
64563,17257,2024-02-21,2328.35,Credit Card
64564,53269,2023-12-08,254.08,Debit Card
64565,50706,2023-08-13,1736.8,UPI
64566,8322,2025-10-06,3955.7,UPI
64567,31068,2025-07-05,573.18,Credit Card
64568,85527,2024-10-08,4804.67,Bank Transfer
64569,53972,2023-11-06,2435.74,UPI
64570,97104,2025-05-28,3527.98,UPI
64571,44480,2024-05-31,96.39,Debit Card
64572,24788,2024-05-09,1105.93,Bank Transfer
64573,66038,2025-06-21,394.08,Bank Transfer
64574,96333,2024-12-06,4816.4,Bank Transfer
64575,7138,2024-05-04,3197.7,Bank Transfer
64576,48335,2026-03-05,3277.21,PayPal
64577,28439,2026-03-29,1982.07,Debit Card
64578,87453,2024-05-31,452.86,Debit Card
64579,91721,2025-03-29,1402.17,UPI
64580,4006,2024-03-20,310.7,Credit Card
64581,90748,2023-11-14,4199.96,Credit Card
64582,7477,2026-04-16,4674.0,UPI
64583,67351,2026-01-01,4977.46,PayPal
64584,26065,2024-03-26,2872.4,Credit Card
64585,95125,2024-02-15,1456.88,UPI
64586,21493,2025-01-17,1624.93,Bank Transfer
64587,8099,2025-10-25,4343.42,Credit Card
64588,71582,2023-12-15,800.74,Bank Transfer
64589,12027,2026-06-03,3457.78,UPI
64590,89320,2025-12-01,1026.2,UPI
64591,7432,2025-12-19,2374.56,PayPal
64592,79000,2023-11-14,3526.74,UPI
64593,21610,2023-11-30,2716.72,Bank Transfer
64594,26459,2025-09-17,975.09,UPI
64595,60360,2026-05-27,829.41,Debit Card
64596,89867,2024-10-05,1872.65,UPI
64597,52203,2023-12-06,1641.12,PayPal
64598,73168,2025-03-14,2835.93,Debit Card
64599,41276,2023-10-24,438.34,Debit Card
64600,93432,2024-01-28,2611.06,Credit Card
64601,58741,2024-03-01,4669.04,Bank Transfer
64602,12244,2023-10-06,1998.66,Credit Card
64603,47898,2024-05-01,3595.15,UPI
64604,28807,2026-02-16,2384.57,UPI
64605,96696,2024-12-20,1590.91,Bank Transfer
64606,56155,2025-04-05,1365.26,UPI
64607,31439,2025-04-11,2941.17,Bank Transfer
64608,41350,2025-11-04,2757.55,UPI
64609,3937,2023-09-12,1552.22,Credit Card
64610,23956,2025-05-17,4711.31,Bank Transfer
64611,15248,2026-04-17,3534.8,PayPal
64612,56889,2023-08-21,3651.0,PayPal
64613,51449,2024-06-12,3835.11,Credit Card
64614,2963,2024-12-17,2959.6,PayPal
64615,79432,2024-10-11,516.13,Bank Transfer
64616,44268,2024-07-02,2245.77,Bank Transfer
64617,82227,2026-04-24,4455.01,Bank Transfer
64618,56701,2025-10-13,2333.3,Bank Transfer
64619,72690,2026-04-22,1989.42,UPI
64620,38622,2025-04-13,663.82,UPI
64621,75324,2023-06-12,1410.31,PayPal
64622,49204,2023-06-13,231.55,UPI
64623,62647,2024-01-08,3419.0,PayPal
64624,70678,2024-04-18,2176.06,UPI
64625,96201,2023-09-02,776.9,Credit Card
64626,69957,2025-10-16,4825.63,Bank Transfer
64627,61215,2024-01-24,1453.8,PayPal
64628,74166,2024-11-28,52.32,PayPal
64629,85246,2025-12-08,908.79,UPI
64630,57599,2025-09-11,2067.97,Debit Card
64631,20869,2023-10-14,3594.01,Debit Card
64632,50900,2024-03-31,3492.34,Bank Transfer
64633,83455,2024-06-16,1279.45,PayPal
64634,52024,2026-05-20,1731.62,Bank Transfer
64635,57657,2025-12-24,343.55,UPI
64636,53577,2023-12-09,2097.34,UPI
64637,45002,2023-07-29,716.59,Debit Card
64638,2607,2024-06-09,4852.07,UPI
64639,83448,2023-09-21,4265.74,Credit Card
64640,33292,2024-03-10,4822.67,PayPal
64641,34520,2025-02-12,2412.63,UPI
64642,91679,2023-09-09,4381.89,Credit Card
64643,25723,2024-10-18,3223.13,Bank Transfer
64644,22075,2024-05-19,3636.98,Credit Card
64645,12907,2024-01-14,2264.82,Credit Card
64646,41562,2025-07-04,3630.75,Credit Card
64647,31521,2025-05-12,4694.77,Debit Card
64648,71419,2026-01-26,3510.84,Credit Card
64649,5248,2026-03-10,868.67,UPI
64650,5418,2024-06-26,3002.19,UPI
64651,29707,2025-09-19,4669.93,UPI
64652,34656,2025-04-04,3216.23,UPI
64653,72984,2026-03-23,1946.08,PayPal
64654,30945,2025-09-14,140.83,Debit Card
64655,34369,2024-06-01,4726.81,Debit Card
64656,28724,2026-04-16,364.54,Bank Transfer
64657,45560,2025-06-07,1740.08,Credit Card
64658,30619,2025-08-09,2712.98,Credit Card
64659,80281,2025-10-11,1813.59,PayPal
64660,59362,2024-04-19,4678.25,Debit Card
64661,70237,2025-05-01,4882.25,Bank Transfer
64662,92181,2025-10-07,4108.1,Debit Card
64663,93046,2025-01-03,738.2,UPI
64664,97366,2024-03-26,220.92,Credit Card
64665,15931,2024-10-10,2434.91,Credit Card
64666,80560,2026-01-06,3941.36,PayPal
64667,60340,2026-06-01,1903.43,Debit Card
64668,50590,2024-03-12,1380.29,UPI
64669,70409,2023-08-25,3240.36,PayPal
64670,75449,2025-10-13,1383.76,Bank Transfer
64671,38433,2026-05-27,4699.23,Debit Card
64672,75374,2025-07-04,128.08,PayPal
64673,4051,2024-06-02,4619.24,Credit Card
64674,25377,2024-05-20,4491.19,UPI
64675,15813,2024-07-26,1440.3,Credit Card
64676,93459,2023-07-30,374.08,PayPal
64677,96493,2023-12-17,326.6,Debit Card
64678,76451,2024-03-27,1827.63,Debit Card
64679,44695,2025-04-07,2315.81,Bank Transfer
64680,16200,2025-10-30,1695.9,Bank Transfer
64681,45465,2026-01-21,1933.55,Debit Card
64682,94308,2024-06-21,2283.22,Bank Transfer
64683,81480,2024-03-19,2887.19,UPI
64684,46774,2023-07-14,119.8,Bank Transfer
64685,56208,2024-03-25,142.09,Bank Transfer
64686,16912,2025-10-11,4398.01,PayPal
64687,80478,2024-08-08,2413.73,Credit Card
64688,99874,2025-11-22,4286.57,Bank Transfer
64689,27710,2023-08-11,3990.37,Credit Card
64690,95337,2024-09-12,3767.57,UPI
64691,20911,2025-11-22,3902.32,Bank Transfer
64692,98223,2023-06-22,4504.68,Credit Card
64693,66531,2025-01-09,2850.64,PayPal
64694,97713,2024-09-10,371.98,Bank Transfer
64695,20287,2023-07-27,2787.88,PayPal
64696,82450,2023-08-12,2601.89,UPI
64697,3860,2024-05-07,1278.9,UPI
64698,72922,2025-11-10,1167.05,Debit Card
64699,61928,2025-06-03,4957.41,PayPal
64700,28016,2026-03-13,222.81,Debit Card
64701,386,2024-03-11,3696.0,UPI
64702,20337,2025-07-24,1588.86,UPI
64703,79044,2024-08-20,881.83,Credit Card
64704,81238,2023-08-08,3009.0,PayPal
64705,7794,2026-01-25,3086.8,Debit Card
64706,53405,2025-12-20,1167.48,Bank Transfer
64707,10007,2023-08-17,3980.68,Credit Card
64708,10932,2026-06-05,3156.64,Credit Card
64709,98354,2026-04-07,3102.57,Credit Card
64710,79700,2024-08-05,3908.35,Credit Card
64711,31497,2024-09-10,2688.92,UPI
64712,81819,2023-08-28,1964.64,UPI
64713,94419,2025-09-16,639.27,Debit Card
64714,6278,2023-06-26,2332.02,UPI
64715,80245,2025-08-22,1604.98,PayPal
64716,67047,2025-10-24,1352.95,UPI
64717,89852,2023-06-16,1699.09,Credit Card
64718,58206,2024-10-03,4082.98,Bank Transfer
64719,79190,2024-06-30,2217.81,Credit Card
64720,62748,2023-07-02,233.99,Debit Card
64721,18079,2025-03-26,1843.67,PayPal
64722,36857,2023-10-04,2349.53,Credit Card
64723,16879,2024-01-07,1510.62,Debit Card
64724,16800,2026-01-01,1590.89,UPI
64725,62297,2025-12-08,4286.6,UPI
64726,87009,2024-09-17,3081.15,Bank Transfer
64727,29270,2023-06-15,3254.54,Debit Card
64728,68180,2025-04-05,2775.36,Debit Card
64729,40899,2025-07-30,177.45,UPI
64730,64968,2023-09-26,2115.87,PayPal
64731,55929,2025-07-07,592.41,UPI
64732,95630,2023-09-21,1086.71,PayPal
64733,2116,2025-08-09,2664.83,UPI
64734,57074,2024-08-02,1491.93,PayPal
64735,71578,2024-06-07,4875.3,Credit Card
64736,37889,2025-11-01,4174.64,Debit Card
64737,56910,2024-10-08,3289.74,PayPal
64738,29681,2025-01-10,1303.79,Credit Card
64739,64204,2023-09-14,2921.61,Bank Transfer
64740,74005,2023-07-16,3524.82,Bank Transfer
64741,13786,2023-11-30,137.24,Debit Card
64742,8289,2025-05-05,3091.77,Bank Transfer
64743,62594,2024-01-25,3974.06,Credit Card
64744,85886,2025-03-18,1039.36,Debit Card
64745,21908,2025-10-26,4204.98,Debit Card
64746,86632,2025-03-24,920.85,Credit Card
64747,160,2025-10-13,3626.82,Bank Transfer
64748,17358,2024-08-13,1920.26,Debit Card
64749,88424,2025-11-27,4573.49,Debit Card
64750,21307,2023-11-02,3862.18,UPI
64751,85826,2024-12-06,4969.8,PayPal
64752,18652,2025-08-07,3299.42,Bank Transfer
64753,19925,2026-05-27,2057.18,Credit Card
64754,649,2025-08-11,868.24,Credit Card
64755,53752,2023-08-29,157.21,Bank Transfer
64756,81348,2025-03-09,586.23,Credit Card
64757,26247,2024-07-05,4395.02,Debit Card
64758,15644,2025-06-25,3081.6,Debit Card
64759,94842,2024-11-16,4228.14,Credit Card
64760,98683,2025-11-04,4828.4,Bank Transfer
64761,38371,2024-07-20,466.42,UPI
64762,53913,2025-02-18,3446.27,Debit Card
64763,28711,2024-04-22,1743.57,UPI
64764,65776,2024-01-23,1651.08,Bank Transfer
64765,37811,2024-11-24,2102.08,UPI
64766,41796,2025-08-05,2887.82,UPI
64767,31481,2025-08-12,1358.31,Credit Card
64768,92093,2024-10-02,284.87,Debit Card
64769,45920,2026-01-23,2707.83,Credit Card
64770,91505,2026-02-08,4747.34,UPI
64771,42075,2025-07-30,4308.16,Credit Card
64772,7624,2025-08-29,708.79,Bank Transfer
64773,21695,2025-08-15,3234.29,UPI
64774,80634,2024-02-29,3314.92,UPI
64775,13334,2023-11-06,4246.47,PayPal
64776,84302,2023-11-10,1431.64,Bank Transfer
64777,42268,2025-05-01,4117.53,Bank Transfer
64778,84861,2024-09-15,3788.16,Credit Card
64779,90839,2025-04-25,3472.86,Debit Card
64780,73729,2023-09-09,2419.01,PayPal
64781,53523,2024-07-23,2720.71,PayPal
64782,86810,2025-11-27,2392.78,PayPal
64783,99822,2025-04-13,3549.91,UPI
64784,74388,2024-10-25,2107.51,Debit Card
64785,74625,2023-12-07,3720.82,Bank Transfer
64786,86137,2023-09-22,319.67,UPI
64787,36312,2025-12-21,3734.07,UPI
64788,67127,2025-04-23,4414.39,UPI
64789,62631,2026-06-09,2012.93,Debit Card
64790,60564,2024-07-20,1957.3,PayPal
64791,93595,2025-11-09,4749.62,Bank Transfer
64792,58779,2023-11-27,4106.2,UPI
64793,88332,2026-02-15,4781.3,Credit Card
64794,60857,2024-10-29,2238.6,PayPal
64795,38402,2025-07-30,4754.14,UPI
64796,29835,2025-12-29,2113.33,PayPal
64797,75010,2023-11-05,3845.51,Debit Card
64798,97560,2025-08-10,90.46,PayPal
64799,49347,2024-04-09,1115.55,UPI
64800,74635,2025-06-01,3252.9,Bank Transfer
64801,37070,2025-12-22,3668.3,Bank Transfer
64802,90558,2024-11-26,3640.94,PayPal
64803,95336,2024-06-25,4407.28,Credit Card
64804,35757,2024-10-03,4505.3,PayPal
64805,70147,2024-03-27,3380.95,Bank Transfer
64806,64205,2025-04-02,4120.9,Credit Card
64807,49115,2024-07-17,4332.74,Credit Card
64808,56569,2025-05-10,3584.17,PayPal
64809,41289,2023-07-30,4498.43,PayPal
64810,17092,2025-10-18,2829.24,PayPal
64811,83183,2026-01-23,1079.58,Bank Transfer
64812,32586,2023-08-30,214.17,PayPal
64813,91394,2025-02-11,2046.59,Debit Card
64814,97372,2025-10-22,4745.26,Bank Transfer
64815,30460,2025-05-18,2816.95,Bank Transfer
64816,49135,2024-01-20,4544.12,UPI
64817,39921,2025-03-16,729.29,Debit Card
64818,21108,2024-02-03,1266.05,Credit Card
64819,12931,2024-03-23,4941.59,UPI
64820,17918,2025-02-03,3559.57,Credit Card
64821,71692,2024-10-02,503.79,UPI
64822,65493,2024-10-24,3751.88,PayPal
64823,24277,2024-11-18,464.46,Debit Card
64824,27726,2026-02-16,919.04,Bank Transfer
64825,62259,2025-07-13,4210.41,Bank Transfer
64826,91376,2026-03-21,4381.01,PayPal
64827,10972,2025-02-11,1491.66,UPI
64828,46083,2023-11-29,401.3,UPI
64829,8516,2025-02-02,2982.6,PayPal
64830,96141,2024-12-31,2507.54,PayPal
64831,64875,2024-05-07,2400.56,Debit Card
64832,99265,2024-03-17,167.29,Debit Card
64833,68018,2023-07-10,2030.55,UPI
64834,93770,2025-05-28,2372.51,Debit Card
64835,82084,2025-04-18,1452.88,UPI
64836,6376,2023-11-01,750.2,UPI
64837,96687,2025-03-10,4531.29,UPI
64838,91469,2025-03-03,779.59,UPI
64839,93785,2024-03-06,612.98,UPI
